-180,65, phh2o ,1294,6.76166, ASIA
64,69, phh2o ,1095,5.10792, ASIA
64.5,65, phh2o ,1294,5.64897, ASIA
64.5,65.5, phh2o ,1270,5.65131, ASIA
64.5,66, phh2o ,1245,6.40455, ASIA
64.5,66.5, phh2o ,1220,6.53597, ASIA
64.5,67, phh2o ,1195,5.73968, ASIA
64.5,67.5, phh2o ,1171,5.56567, ASIA
64.5,68, phh2o ,1146,5.73913, ASIA
64.5,68.5, phh2o ,1120,5.6, ASIA
64.5,69, phh2o ,1095,5.6058, ASIA
65,65, phh2o ,1294,5.5873, ASIA
65,65.5, phh2o ,1270,5.70481, ASIA
65,66, phh2o ,1245,6.19592, ASIA
65,66.5, phh2o ,1220,6.60976, ASIA
65,67, phh2o ,1195,6.47345, ASIA
65,67.5, phh2o ,1171,6.23279, ASIA
65,68, phh2o ,1146,6.2995, ASIA
65,68.5, phh2o ,1120,5.66862, ASIA
65,69, phh2o ,1095,5.6058, ASIA
65.5,65, phh2o ,1294,5.60683, ASIA
65.5,65.5, phh2o ,1270,5.69452, ASIA
65.5,66, phh2o ,1245,6.13106, ASIA
65.5,66.5, phh2o ,1220,6.6182, ASIA
65.5,67, phh2o ,1195,6.60976, ASIA
65.5,67.5, phh2o ,1171,6.71425, ASIA
65.5,68, phh2o ,1146,6.66928, ASIA
65.5,68.5, phh2o ,1120,5.6, ASIA
66,65, phh2o ,1294,5.78562, ASIA
66,65.5, phh2o ,1270,5.61985, ASIA
66,66, phh2o ,1245,6.08527, ASIA
66,66.5, phh2o ,1220,6.66883, ASIA
66,67, phh2o ,1195,6.61398, ASIA
66,67.5, phh2o ,1171,6.68812, ASIA
66,68, phh2o ,1146,6.46654, ASIA
66,68.5, phh2o ,1120,5.6, ASIA
66.5,65, phh2o ,1294,5.66583, ASIA
66.5,65.5, phh2o ,1270,5.68261, ASIA
66.5,66, phh2o ,1245,5.8275, ASIA
66.5,66.5, phh2o ,1220,6.74056, ASIA
66.5,67, phh2o ,1195,6.69837, ASIA
66.5,67.5, phh2o ,1171,6.66636, ASIA
66.5,68, phh2o ,1146,6.12291, ASIA
66.5,68.5, phh2o ,1120,4.74793, ASIA
67,65, phh2o ,1294,5.76975, ASIA
67,65.5, phh2o ,1270,5.75549, ASIA
67,66, phh2o ,1245,5.80347, ASIA
67,66.5, phh2o ,1220,6.73465, ASIA
67,67, phh2o ,1195,6.50173, ASIA
67,67.5, phh2o ,1171,6.72717, ASIA
67,68, phh2o ,1146,5.85922, ASIA
67,68.5, phh2o ,1120,5.88753, ASIA
67,69.5, phh2o ,1070,5.59449, ASIA
67.5,65, phh2o ,1294,5.10129, ASIA
67.5,65.5, phh2o ,1270,5.39264, ASIA
67.5,66, phh2o ,1245,5.64073, ASIA
67.5,66.5, phh2o ,1220,5.78767, ASIA
67.5,67, phh2o ,1195,6.40974, ASIA
67.5,67.5, phh2o ,1171,6.4746, ASIA
67.5,68, phh2o ,1146,5.6, ASIA
67.5,69.5, phh2o ,1070,5.35843, ASIA
68,65, phh2o ,1294,4.82032, ASIA
68,65.5, phh2o ,1270,5.57732, ASIA
68,66, phh2o ,1245,5.63939, ASIA
68,66.5, phh2o ,1220,5.83732, ASIA
68,67, phh2o ,1195,6.55065, ASIA
68,67.5, phh2o ,1171,5.09278, ASIA
68,68, phh2o ,1146,6.24181, ASIA
68,69, phh2o ,1095,5.50412, ASIA
68,69.5, phh2o ,1070,5.60263, ASIA
68.5,65, phh2o ,1294,5.43189, ASIA
68.5,65.5, phh2o ,1270,5.77231, ASIA
68.5,66, phh2o ,1245,5.54259, ASIA
68.5,66.5, phh2o ,1220,6.58862, ASIA
68.5,67, phh2o ,1195,5.78694, ASIA
68.5,67.5, phh2o ,1171,5.06766, ASIA
68.5,68, phh2o ,1146,5.00716, ASIA
68.5,69, phh2o ,1095,5.26847, ASIA
68.5,69.5, phh2o ,1070,5.19563, ASIA
69,65, phh2o ,1294,5.34819, ASIA
69,65.5, phh2o ,1270,5.75116, ASIA
69,66, phh2o ,1245,5.12407, ASIA
69,66.5, phh2o ,1220,4.53623, ASIA
69,67, phh2o ,1195,5.46203, ASIA
69,67.5, phh2o ,1171,6.56672, ASIA
69,68, phh2o ,1146,5.24798, ASIA
69,68.5, phh2o ,1120,5.84011, ASIA
69,69, phh2o ,1095,5.39913, ASIA
69,69.5, phh2o ,1070,5.52123, ASIA
69.5,65, phh2o ,1294,4.802, ASIA
69.5,65.5, phh2o ,1270,5.44112, ASIA
69.5,66, phh2o ,1245,5.19001, ASIA
69.5,66.5, phh2o ,1220,4.42233, ASIA
69.5,67, phh2o ,1195,4.48731, ASIA
69.5,67.5, phh2o ,1171,6.43675, ASIA
69.5,68, phh2o ,1146,4.61727, ASIA
69.5,68.5, phh2o ,1120,5.98188, ASIA
69.5,69, phh2o ,1095,5.82972, ASIA
69.5,69.5, phh2o ,1070,5.76543, ASIA
70,65, phh2o ,1294,5.39759, ASIA
70,65.5, phh2o ,1270,5.28901, ASIA
70,66, phh2o ,1245,5.4836, ASIA
70,66.5, phh2o ,1220,6.12378, ASIA
70,67, phh2o ,1195,6.04686, ASIA
70,67.5, phh2o ,1171,6.76166, ASIA
70,68, phh2o ,1146,5.9169, ASIA
70,68.5, phh2o ,1120,6.37177, ASIA
70,69, phh2o ,1095,6.09321, ASIA
70,69.5, phh2o ,1070,5.79595, ASIA
70.5,65, phh2o ,1294,5.52292, ASIA
70.5,65.5, phh2o ,1270,5.36978, ASIA
70.5,66, phh2o ,1245,5.51398, ASIA
70.5,66.5, phh2o ,1220,5.76537, ASIA
70.5,67, phh2o ,1195,6.76166, ASIA
70.5,67.5, phh2o ,1171,6.76166, ASIA
70.5,68, phh2o ,1146,5.98188, ASIA
70.5,68.5, phh2o ,1120,6.76166, ASIA
70.5,69, phh2o ,1095,6.23718, ASIA
70.5,69.5, phh2o ,1070,5.88753, ASIA
71,65, phh2o ,1294,5.28735, ASIA
71,65.5, phh2o ,1270,5.78913, ASIA
71,66, phh2o ,1245,5.63227, ASIA
71,66.5, phh2o ,1220,5.77329, ASIA
71,67, phh2o ,1195,6.57657, ASIA
71,67.5, phh2o ,1171,6.76166, ASIA
71,68, phh2o ,1146,5.85192, ASIA
71,68.5, phh2o ,1120,6.76166, ASIA
71,69, phh2o ,1095,6.31211, ASIA
71,69.5, phh2o ,1070,5.88753, ASIA
71.5,65, phh2o ,1294,5.25155, ASIA
71.5,65.5, phh2o ,1270,5.7179, ASIA
71.5,66, phh2o ,1245,5.77494, ASIA
71.5,67, phh2o ,1195,6.30889, ASIA
71.5,67.5, phh2o ,1171,6.76166, ASIA
71.5,68, phh2o ,1146,5.9169, ASIA
71.5,68.5, phh2o ,1120,6.56672, ASIA
71.5,69, phh2o ,1095,6.42103, ASIA
71.5,69.5, phh2o ,1070,5.19563, ASIA
72,65, phh2o ,1294,5.35751, ASIA
72,65.5, phh2o ,1270,5.52681, ASIA
72,66, phh2o ,1245,4.65368, ASIA
72,67, phh2o ,1195,5.9169, ASIA
72,67.5, phh2o ,1171,6.76166, ASIA
72,68, phh2o ,1146,6.69668, ASIA
72,68.5, phh2o ,1120,5.7296, ASIA
72,69, phh2o ,1095,5.98188, ASIA
72,69.5, phh2o ,1070,5.11423, ASIA
72.5,65, phh2o ,1294,5.44615, ASIA
72.5,65.5, phh2o ,1270,5.09019, ASIA
72.5,66, phh2o ,1245,5.02722, ASIA
72.5,67.5, phh2o ,1171,6.11185, ASIA
72.5,68, phh2o ,1146,6.76166, ASIA
72.5,68.5, phh2o ,1120,4.8902, ASIA
73,65, phh2o ,1294,4.98639, ASIA
73,65.5, phh2o ,1270,4.88383, ASIA
73,66, phh2o ,1245,5.64333, ASIA
73,66.5, phh2o ,1220,4.42233, ASIA
73,68, phh2o ,1146,5.75909, ASIA
73,68.5, phh2o ,1120,6.76796, ASIA
73.5,65, phh2o ,1294,5.21714, ASIA
73.5,65.5, phh2o ,1270,5.14919, ASIA
73.5,66, phh2o ,1245,6.2823, ASIA
73.5,66.5, phh2o ,1220,6.76166, ASIA
73.5,69.5, phh2o ,1070,6.27897, ASIA
74,65, phh2o ,1294,5.35337, ASIA
74,65.5, phh2o ,1270,4.94695, ASIA
74,66, phh2o ,1245,6.59169, ASIA
74,66.5, phh2o ,1220,6.76166, ASIA
74,67, phh2o ,1195,6.76166, ASIA
74,69, phh2o ,1095,6.60076, ASIA
74,69.5, phh2o ,1070,6.27897, ASIA
74.5,65, phh2o ,1294,5.22786, ASIA
74.5,65.5, phh2o ,1270,5.15493, ASIA
74.5,66, phh2o ,1245,6.24181, ASIA
74.5,66.5, phh2o ,1220,6.76166, ASIA
74.5,67, phh2o ,1195,6.76166, ASIA
74.5,67.5, phh2o ,1171,6.76166, ASIA
74.5,68, phh2o ,1146,6.21123, ASIA
74.5,68.5, phh2o ,1120,5.93601, ASIA
74.5,69, phh2o ,1095,6.4876, ASIA
74.5,69.5, phh2o ,1070,6.24125, ASIA
75,65, phh2o ,1294,4.47361, ASIA
75,65.5, phh2o ,1270,4.98765, ASIA
75,66, phh2o ,1245,5.69903, ASIA
75,66.5, phh2o ,1220,6.76166, ASIA
75,67, phh2o ,1195,6.6317, ASIA
75,67.5, phh2o ,1171,6.76166, ASIA
75,68, phh2o ,1146,5.06033, ASIA
75,68.5, phh2o ,1120,6.67502, ASIA
75,69, phh2o ,1095,6.43898, ASIA
75,69.5, phh2o ,1070,5.84518, ASIA
75.5,65, phh2o ,1294,5.0633, ASIA
75.5,65.5, phh2o ,1270,4.78127, ASIA
75.5,66, phh2o ,1245,5.23819, ASIA
75.5,66.5, phh2o ,1220,6.64025, ASIA
75.5,67, phh2o ,1195,6.37177, ASIA
75.5,67.5, phh2o ,1171,6.37177, ASIA
75.5,68, phh2o ,1146,5.50202, ASIA
75.5,68.5, phh2o ,1120,6.76166, ASIA
75.5,69, phh2o ,1095,6.66485, ASIA
75.5,69.5, phh2o ,1070,5.65658, ASIA
76,65, phh2o ,1294,5.34533, ASIA
76,65.5, phh2o ,1270,4.98639, ASIA
76,66, phh2o ,1245,5.06779, ASIA
76,66.5, phh2o ,1220,6.23533, ASIA
76,67, phh2o ,1195,6.37177, ASIA
76,67.5, phh2o ,1171,6.50173, ASIA
76,68, phh2o ,1146,5.98188, ASIA
76,68.5, phh2o ,1120,5.98188, ASIA
76,69, phh2o ,1095,6.76166, ASIA
76,69.5, phh2o ,1070,6.16581, ASIA
76.5,65, phh2o ,1294,4.93511, ASIA
76.5,65.5, phh2o ,1270,5.08894, ASIA
76.5,66, phh2o ,1245,5.08322, ASIA
76.5,66.5, phh2o ,1220,5.61836, ASIA
76.5,67, phh2o ,1195,5.39705, ASIA
76.5,67.5, phh2o ,1171,6.76166, ASIA
76.5,68, phh2o ,1146,6.63854, ASIA
76.5,68.5, phh2o ,1120,5.62744, ASIA
76.5,69, phh2o ,1095,6.76166, ASIA
76.5,69.5, phh2o ,1070,6.27897, ASIA
77,65, phh2o ,1294,5.11112, ASIA
77,65.5, phh2o ,1270,5.03992, ASIA
77,66, phh2o ,1245,5.37028, ASIA
77,66.5, phh2o ,1220,5.41565, ASIA
77,67, phh2o ,1195,4.80793, ASIA
77,67.5, phh2o ,1171,6.76166, ASIA
77,68, phh2o ,1146,5.20211, ASIA
77,69, phh2o ,1095,6.72939, ASIA
77,69.5, phh2o ,1070,6.25466, ASIA
77.5,65, phh2o ,1294,5.31675, ASIA
77.5,65.5, phh2o ,1270,5.25178, ASIA
77.5,66, phh2o ,1245,5.52982, ASIA
77.5,66.5, phh2o ,1220,5.65649, ASIA
77.5,67, phh2o ,1195,5.88753, ASIA
77.5,67.5, phh2o ,1171,5.967, ASIA
77.5,68, phh2o ,1146,6.22181, ASIA
77.5,68.5, phh2o ,1120,5.39705, ASIA
77.5,69, phh2o ,1095,6.43898, ASIA
77.5,69.5, phh2o ,1070,6.07151, ASIA
78,65, phh2o ,1294,5.59638, ASIA
78,65.5, phh2o ,1270,5.59512, ASIA
78,66, phh2o ,1245,5.64749, ASIA
78,66.5, phh2o ,1220,5.69179, ASIA
78,67, phh2o ,1195,5.88753, ASIA
78,67.5, phh2o ,1171,6.23188, ASIA
78,68, phh2o ,1146,6.43675, ASIA
78,68.5, phh2o ,1120,6.37177, ASIA
78,69, phh2o ,1095,6.01949, ASIA
78,69.5, phh2o ,1070,6.14695, ASIA
78.5,65, phh2o ,1294,5.62979, ASIA
78.5,65.5, phh2o ,1270,5.46367, ASIA
78.5,66, phh2o ,1245,5.46715, ASIA
78.5,66.5, phh2o ,1220,5.68743, ASIA
78.5,67, phh2o ,1195,5.84612, ASIA
78.5,67.5, phh2o ,1171,5.83041, ASIA
78.5,68, phh2o ,1146,6.6317, ASIA
78.5,68.5, phh2o ,1120,6.76166, ASIA
78.5,69, phh2o ,1095,5.98722, ASIA
78.5,69.5, phh2o ,1070,6.10923, ASIA
79,65, phh2o ,1294,5.47823, ASIA
79,65.5, phh2o ,1270,4.88383, ASIA
79,66, phh2o ,1245,5.52253, ASIA
79,66.5, phh2o ,1220,5.66131, ASIA
79,67, phh2o ,1195,5.79317, ASIA
79,67.5, phh2o ,1171,5.68403, ASIA
79,68, phh2o ,1146,5.98188, ASIA
79,68.5, phh2o ,1120,6.76166, ASIA
79,69, phh2o ,1095,6.56805, ASIA
79,69.5, phh2o ,1070,6.07651, ASIA
79.5,65, phh2o ,1294,5.1915, ASIA
79.5,65.5, phh2o ,1270,4.83255, ASIA
79.5,66, phh2o ,1245,5.53012, ASIA
79.5,66.5, phh2o ,1220,5.60907, ASIA
79.5,67, phh2o ,1195,5.84169, ASIA
79.5,67.5, phh2o ,1171,5.88753, ASIA
79.5,68, phh2o ,1146,5.36491, ASIA
79.5,68.5, phh2o ,1120,6.76166, ASIA
79.5,69, phh2o ,1095,6.76166, ASIA
79.5,69.5, phh2o ,1070,6.43102, ASIA
80,65, phh2o ,1294,4.98639, ASIA
80,65.5, phh2o ,1270,5.11458, ASIA
80,66, phh2o ,1245,5.43515, ASIA
80,66.5, phh2o ,1220,5.67543, ASIA
80,67, phh2o ,1195,5.87505, ASIA
80,67.5, phh2o ,1171,5.88753, ASIA
80,68, phh2o ,1146,4.74793, ASIA
80,68.5, phh2o ,1120,6.76166, ASIA
80,69, phh2o ,1095,6.76166, ASIA
80,69.5, phh2o ,1070,6.72939, ASIA
80.5,65, phh2o ,1294,5.34533, ASIA
80.5,65.5, phh2o ,1270,5.34533, ASIA
80.5,66, phh2o ,1245,5.58898, ASIA
80.5,66.5, phh2o ,1220,5.7161, ASIA
80.5,67, phh2o ,1195,5.88285, ASIA
80.5,67.5, phh2o ,1171,5.52123, ASIA
80.5,68, phh2o ,1146,4.95143, ASIA
80.5,68.5, phh2o ,1120,6.37177, ASIA
80.5,69, phh2o ,1095,6.76166, ASIA
80.5,69.5, phh2o ,1070,6.70803, ASIA
81,65, phh2o ,1294,5.51904, ASIA
81,65.5, phh2o ,1270,5.37855, ASIA
81,66, phh2o ,1245,5.56958, ASIA
81,66.5, phh2o ,1220,5.75156, ASIA
81,67, phh2o ,1195,5.88129, ASIA
81,67.5, phh2o ,1171,5.88753, ASIA
81,68, phh2o ,1146,5.11354, ASIA
81,68.5, phh2o ,1120,5.78694, ASIA
81,69, phh2o ,1095,6.76166, ASIA
81,69.5, phh2o ,1070,6.64099, ASIA
81.5,65, phh2o ,1294,5.11231, ASIA
81.5,65.5, phh2o ,1270,5.45173, ASIA
81.5,66, phh2o ,1245,5.5304, ASIA
81.5,66.5, phh2o ,1220,5.7082, ASIA
81.5,67, phh2o ,1195,5.55881, ASIA
81.5,67.5, phh2o ,1171,5.64333, ASIA
81.5,68, phh2o ,1146,5.34849, ASIA
81.5,68.5, phh2o ,1120,5.65698, ASIA
81.5,69, phh2o ,1095,6.76166, ASIA
81.5,69.5, phh2o ,1070,6.74825, ASIA
82,65, phh2o ,1294,5.29805, ASIA
82,65.5, phh2o ,1270,5.60521, ASIA
82,66, phh2o ,1245,5.66187, ASIA
82,66.5, phh2o ,1220,5.83291, ASIA
82,67, phh2o ,1195,5.86568, ASIA
82,67.5, phh2o ,1171,5.23633, ASIA
82,68, phh2o ,1146,5.26709, ASIA
82,68.5, phh2o ,1120,6.76166, ASIA
82,69, phh2o ,1095,6.37021, ASIA
82,69.5, phh2o ,1070,5.93961, ASIA
82.5,65, phh2o ,1294,5.7667, ASIA
82.5,65.5, phh2o ,1270,5.81728, ASIA
82.5,66, phh2o ,1245,5.83135, ASIA
82.5,66.5, phh2o ,1220,5.83759, ASIA
82.5,67, phh2o ,1195,5.88597, ASIA
82.5,67.5, phh2o ,1171,5.52123, ASIA
82.5,68, phh2o ,1146,6.12826, ASIA
82.5,68.5, phh2o ,1120,6.76166, ASIA
82.5,69, phh2o ,1095,5.92283, ASIA
82.5,69.5, phh2o ,1070,5.68611, ASIA
83,65, phh2o ,1294,5.78913, ASIA
83,65.5, phh2o ,1270,5.81962, ASIA
83,66, phh2o ,1245,5.75307, ASIA
83,66.5, phh2o ,1220,5.83135, ASIA
83,67, phh2o ,1195,5.86256, ASIA
83,67.5, phh2o ,1171,5.84071, ASIA
83,68, phh2o ,1146,6.47896, ASIA
83,68.5, phh2o ,1120,6.76166, ASIA
83,69, phh2o ,1095,5.79701, ASIA
83,69.5, phh2o ,1070,5.95348, ASIA
83.5,65, phh2o ,1294,5.78913, ASIA
83.5,65.5, phh2o ,1270,5.82431, ASIA
83.5,66, phh2o ,1245,5.51823, ASIA
83.5,66.5, phh2o ,1220,4.85286, ASIA
83.5,67, phh2o ,1195,5.36168, ASIA
83.5,67.5, phh2o ,1171,5.16598, ASIA
83.5,68, phh2o ,1146,6.03809, ASIA
83.5,68.5, phh2o ,1120,6.4774, ASIA
83.5,69, phh2o ,1095,5.67952, ASIA
83.5,69.5, phh2o ,1070,6.25591, ASIA
84,65, phh2o ,1294,5.78913, ASIA
84,65.5, phh2o ,1270,5.829, ASIA
84,66, phh2o ,1245,5.55737, ASIA
84,66.5, phh2o ,1220,5.16598, ASIA
84,67, phh2o ,1195,5.51823, ASIA
84,67.5, phh2o ,1171,4.73545, ASIA
84,68, phh2o ,1146,5.83135, ASIA
84,68.5, phh2o ,1120,5.76562, ASIA
84,69, phh2o ,1095,6.0228, ASIA
84,69.5, phh2o ,1070,6.27897, ASIA
84.5,65, phh2o ,1294,5.78913, ASIA
84.5,65.5, phh2o ,1270,5.63448, ASIA
84.5,66, phh2o ,1245,5.2834, ASIA
84.5,66.5, phh2o ,1220,5.71393, ASIA
84.5,67, phh2o ,1195,5.63565, ASIA
84.5,67.5, phh2o ,1171,5.00942, ASIA
84.5,68, phh2o ,1146,4.80043, ASIA
84.5,68.5, phh2o ,1120,5.74855, ASIA
84.5,69, phh2o ,1095,6.08756, ASIA
84.5,69.5, phh2o ,1070,6.27897, ASIA
85,65, phh2o ,1294,5.78913, ASIA
85,65.5, phh2o ,1270,5.66893, ASIA
85,66, phh2o ,1245,5.83135, ASIA
85,66.5, phh2o ,1220,5.83135, ASIA
85,67, phh2o ,1195,5.20512, ASIA
85,67.5, phh2o ,1171,4.57889, ASIA
85,68, phh2o ,1146,4.64387, ASIA
85,68.5, phh2o ,1120,5.50494, ASIA
85,69, phh2o ,1095,5.79269, ASIA
85,69.5, phh2o ,1070,6.27897, ASIA
85.5,65, phh2o ,1294,5.78913, ASIA
85.5,65.5, phh2o ,1270,5.82197, ASIA
85.5,66, phh2o ,1245,5.83135, ASIA
85.5,66.5, phh2o ,1220,5.83135, ASIA
85.5,67, phh2o ,1195,5.71393, ASIA
85.5,67.5, phh2o ,1171,4.97028, ASIA
85.5,68, phh2o ,1146,5.65939, ASIA
85.5,68.5, phh2o ,1120,5.67987, ASIA
85.5,69, phh2o ,1095,5.74267, ASIA
85.5,69.5, phh2o ,1070,6.27897, ASIA
86,65, phh2o ,1294,5.80086, ASIA
86,65.5, phh2o ,1270,5.82105, ASIA
86,66, phh2o ,1245,5.75957, ASIA
86,66.5, phh2o ,1220,5.74768, ASIA
86,67, phh2o ,1195,5.66015, ASIA
86,67.5, phh2o ,1171,5.69305, ASIA
86,68, phh2o ,1146,5.68539, ASIA
86,68.5, phh2o ,1120,5.35432, ASIA
86,69, phh2o ,1095,5.8074, ASIA
86,69.5, phh2o ,1070,5.92675, ASIA
86.5,65, phh2o ,1294,5.81024, ASIA
86.5,65.5, phh2o ,1270,5.81779, ASIA
86.5,66, phh2o ,1245,5.63391, ASIA
86.5,66.5, phh2o ,1220,5.69981, ASIA
86.5,67, phh2o ,1195,5.78608, ASIA
86.5,67.5, phh2o ,1171,5.67037, ASIA
86.5,68, phh2o ,1146,5.75302, ASIA
86.5,68.5, phh2o ,1120,5.46472, ASIA
86.5,69, phh2o ,1095,5.82035, ASIA
86.5,69.5, phh2o ,1070,5.79024, ASIA
87,65, phh2o ,1294,5.80907, ASIA
87,65.5, phh2o ,1270,5.67446, ASIA
87,66, phh2o ,1245,5.8074, ASIA
87,66.5, phh2o ,1220,5.82035, ASIA
87,67, phh2o ,1195,5.82035, ASIA
87,67.5, phh2o ,1171,5.7775, ASIA
87,68, phh2o ,1146,5.75302, ASIA
87,68.5, phh2o ,1120,5.82035, ASIA
87,69, phh2o ,1095,5.82035, ASIA
87,69.5, phh2o ,1070,5.82035, ASIA
87.5,65, phh2o ,1294,5.71118, ASIA
87.5,65.5, phh2o ,1270,5.71111, ASIA
87.5,66, phh2o ,1245,5.82035, ASIA
87.5,66.5, phh2o ,1220,5.82035, ASIA
87.5,67, phh2o ,1195,5.82035, ASIA
87.5,67.5, phh2o ,1171,5.84228, ASIA
87.5,68, phh2o ,1146,5.8897, ASIA
87.5,68.5, phh2o ,1120,6.03564, ASIA
87.5,69, phh2o ,1095,5.82035, ASIA
87.5,69.5, phh2o ,1070,5.82035, ASIA
88,65, phh2o ,1294,5.37544, ASIA
88,65.5, phh2o ,1270,5.68443, ASIA
88,66, phh2o ,1245,5.82035, ASIA
88,66.5, phh2o ,1220,5.82035, ASIA
88,67, phh2o ,1195,5.82035, ASIA
88,67.5, phh2o ,1171,5.83972, ASIA
88,68, phh2o ,1146,6.55366, ASIA
88,68.5, phh2o ,1120,6.25094, ASIA
88,69, phh2o ,1095,5.89, ASIA
88,69.5, phh2o ,1070,5.82035, ASIA
88.5,65, phh2o ,1294,5.02397, ASIA
88.5,65.5, phh2o ,1270,4.92717, ASIA
88.5,66, phh2o ,1245,5.82035, ASIA
88.5,66.5, phh2o ,1220,5.87504, ASIA
88.5,67, phh2o ,1195,5.82035, ASIA
88.5,67.5, phh2o ,1171,5.78975, ASIA
88.5,68, phh2o ,1146,5.92488, ASIA
88.5,68.5, phh2o ,1120,5.9878, ASIA
88.5,69, phh2o ,1095,6.41241, ASIA
88.5,69.5, phh2o ,1070,5.82035, ASIA
89,65, phh2o ,1294,5.62774, ASIA
89,65.5, phh2o ,1270,5.71362, ASIA
89,66, phh2o ,1245,5.82035, ASIA
89,66.5, phh2o ,1220,5.94795, ASIA
89,67, phh2o ,1195,5.89934, ASIA
89,67.5, phh2o ,1171,5.71666, ASIA
89,68, phh2o ,1146,5.76526, ASIA
89,68.5, phh2o ,1120,5.82035, ASIA
89,69, phh2o ,1095,6.58783, ASIA
89,69.5, phh2o ,1070,5.92999, ASIA
89.5,65, phh2o ,1294,5.83858, ASIA
89.5,65.5, phh2o ,1270,5.91757, ASIA
89.5,66, phh2o ,1245,5.90542, ASIA
89.5,66.5, phh2o ,1220,5.9601, ASIA
89.5,67, phh2o ,1195,6.02694, ASIA
89.5,67.5, phh2o ,1171,6.00513, ASIA
89.5,68, phh2o ,1146,5.79969, ASIA
89.5,68.5, phh2o ,1120,6.05253, ASIA
89.5,69, phh2o ,1095,6.42932, ASIA
89.5,69.5, phh2o ,1070,5.90806, ASIA
90,65, phh2o ,1294,5.82035, ASIA
90,65.5, phh2o ,1270,5.74163, ASIA
90,66, phh2o ,1245,5.95402, ASIA
90,66.5, phh2o ,1220,6.03909, ASIA
90,67, phh2o ,1195,6.19761, ASIA
90,67.5, phh2o ,1171,6.27144, ASIA
90,68, phh2o ,1146,5.9373, ASIA
90,68.5, phh2o ,1120,6.25891, ASIA
90,69, phh2o ,1095,6.43151, ASIA
90,69.5, phh2o ,1070,6.21506, ASIA
90.5,65, phh2o ,1294,5.82035, ASIA
90.5,65.5, phh2o ,1270,5.31313, ASIA
90.5,66, phh2o ,1245,5.97225, ASIA
90.5,66.5, phh2o ,1220,6.1025, ASIA
90.5,67, phh2o ,1195,6.29272, ASIA
90.5,67.5, phh2o ,1171,6.1402, ASIA
90.5,68, phh2o ,1146,6.11638, ASIA
90.5,68.5, phh2o ,1120,6.36166, ASIA
90.5,69, phh2o ,1095,6.43434, ASIA
90.5,69.5, phh2o ,1070,6.28084, ASIA
91,65, phh2o ,1294,5.83858, ASIA
91,65.5, phh2o ,1270,5.52791, ASIA
91,66, phh2o ,1245,5.89934, ASIA
91,66.5, phh2o ,1220,6.19761, ASIA
91,67, phh2o ,1195,6.24517, ASIA
91,67.5, phh2o ,1171,6.14467, ASIA
91,68, phh2o ,1146,6.39048, ASIA
91,68.5, phh2o ,1120,6.39048, ASIA
91,69, phh2o ,1095,6.50012, ASIA
91,69.5, phh2o ,1070,6.41241, ASIA
91.5,65, phh2o ,1294,5.88111, ASIA
91.5,65.5, phh2o ,1270,6.00263, ASIA
91.5,66, phh2o ,1245,6.03434, ASIA
91.5,66.5, phh2o ,1220,6.21346, ASIA
91.5,67, phh2o ,1195,6.11835, ASIA
91.5,67.5, phh2o ,1171,6.17629, ASIA
91.5,68, phh2o ,1146,6.45188, ASIA
91.5,68.5, phh2o ,1120,6.44723, ASIA
91.5,69, phh2o ,1095,6.60976, ASIA
91.5,69.5, phh2o ,1070,6.21506, ASIA
92,65, phh2o ,1294,6.03301, ASIA
92,65.5, phh2o ,1270,6.03909, ASIA
92,66, phh2o ,1245,6.34028, ASIA
92,66.5, phh2o ,1220,6.24517, ASIA
92,67, phh2o ,1195,6.1342, ASIA
92,67.5, phh2o ,1171,6.14688, ASIA
92,68, phh2o ,1146,6.40677, ASIA
92,68.5, phh2o ,1120,6.60976, ASIA
92,69, phh2o ,1095,6.60976, ASIA
92,69.5, phh2o ,1070,6.21506, ASIA
92.5,65, phh2o ,1294,6.05407, ASIA
92.5,65.5, phh2o ,1270,6.03909, ASIA
92.5,66, phh2o ,1245,6.29272, ASIA
92.5,66.5, phh2o ,1220,6.21346, ASIA
92.5,67, phh2o ,1195,6.34028, ASIA
92.5,67.5, phh2o ,1171,6.16591, ASIA
92.5,68, phh2o ,1146,6.60976, ASIA
92.5,68.5, phh2o ,1120,6.60976, ASIA
92.5,69, phh2o ,1095,6.60976, ASIA
92.5,69.5, phh2o ,1070,6.25891, ASIA
93,65, phh2o ,1294,6.05157, ASIA
93,65.5, phh2o ,1270,6.07079, ASIA
93,66, phh2o ,1245,6.05494, ASIA
93,66.5, phh2o ,1220,6.03909, ASIA
93,67, phh2o ,1195,6.43539, ASIA
93,67.5, phh2o ,1171,6.18176, ASIA
93,68, phh2o ,1146,6.46709, ASIA
93,68.5, phh2o ,1120,6.60976, ASIA
93,69, phh2o ,1095,6.60976, ASIA
93,69.5, phh2o ,1070,6.41241, ASIA
93.5,65, phh2o ,1294,6.03909, ASIA
93.5,65.5, phh2o ,1270,6.41954, ASIA
93.5,66, phh2o ,1245,6.41954, ASIA
93.5,66.5, phh2o ,1220,6.1342, ASIA
93.5,67, phh2o ,1195,6.4988, ASIA
93.5,67.5, phh2o ,1171,6.35613, ASIA
93.5,68, phh2o ,1146,6.24517, ASIA
93.5,68.5, phh2o ,1120,6.60976, ASIA
93.5,69, phh2o ,1095,6.60976, ASIA
93.5,69.5, phh2o ,1070,6.52205, ASIA
